# X0,X1,Y0,Y1,Z0,Z1
4.729798650312810437e+00,4.544620590938538207e+00,2.247562761697640710e+01,2.571966731597219891e+01,-8.086706474347332474e+00,-7.837082703075370027e+00
4.544620590938538207e+00,4.934617790227414424e+00,2.571966731597219891e+01,2.337188688706470785e+01,-7.837082703075370027e+00,-7.501646149073462944e+00
4.934617790227414424e+00,4.693804902313099880e+00,2.337188688706470785e+01,2.267122845120279351e+01,-7.501646149073462944e+00,-8.018745582040660125e+00
4.693804902313099880e+00,4.355804675742515286e+00,2.267122845120279351e+01,2.498206873411980311e+01,-8.018745582040660125e+00,-7.738929381485964321e+00
4.355804675742515286e+00,4.986938762355173971e+00,2.498206873411980311e+01,2.238585768059921932e+01,-7.738929381485964321e+00,-7.263744886353426189e+00
4.986938762355173971e+00,4.650578095037817938e+00,2.238585768059921932e+01,2.236186931233821795e+01,-7.263744886353426189e+00,-8.072284968542152939e+00
4.650578095037817938e+00,4.698119467585828879e+00,2.236186931233821795e+01,2.531820863933188903e+01,-8.072284968542152939e+00,-7.693084844624241470e+00
4.698119467585828879e+00,4.605410016642870197e+00,2.531820863933188903e+01,2.287570342219961361e+01,-7.693084844624241470e+00,-7.719019106126011387e+00
4.605410016642870197e+00,4.353964474481951896e+00,2.287570342219961361e+01,2.278739450394692767e+01,-7.719019106126011387e+00,-7.602912431221118261e+00
4.353964474481951896e+00,4.092327109977183852e+00,2.278739450394692767e+01,2.168360378525044752e+01,-7.602912431221118261e+00,-7.155928555198189045e+00
4.092327109977183852e+00,4.727042879536973885e+00,2.168360378525044752e+01,2.024884369498319003e+01,-7.155928555198189045e+00,-6.697156295548182037e+00
4.727042879536973885e+00,4.461372156434858738e+00,2.024884369498319003e+01,2.292678420290160446e+01,-6.697156295548182037e+00,-7.641136595984302282e+00
4.461372156434858738e+00,4.283767310429780650e+00,2.292678420290160446e+01,2.208810910722820608e+01,-7.641136595984302282e+00,-7.347296275735975435e+00
4.283767310429780650e+00,4.456622741591480086e+00,2.208810910722820608e+01,2.082999312111539680e+01,-7.347296275735975435e+00,-7.005789946631627352e+00
4.456622741591480086e+00,4.708610137884281954e+00,2.082999312111539680e+01,2.130135084446976990e+01,-7.005789946631627352e+00,-7.291598972082002028e+00
4.708610137884281954e+00,4.420150850281761912e+00,2.130135084446976990e+01,2.177762810126150228e+01,-7.291598972082002028e+00,-7.676878227029201085e+00
4.420150850281761912e+00,4.693502824088423786e+00,2.177762810126150228e+01,2.208953528214358997e+01,-7.676878227029201085e+00,-7.362366997948680769e+00
4.693502824088423786e+00,4.035837428365609547e+00,2.208953528214358997e+01,2.176220743219974096e+01,-7.362366997948680769e+00,-7.715973704609042194e+00
4.035837428365609547e+00,4.780964903070574756e+00,2.176220743219974096e+01,2.142319827085519535e+01,-7.715973704609042194e+00,-6.716888026146288659e+00
4.780964903070574756e+00,4.772184099535980550e+00,2.142319827085519535e+01,2.291622188397739635e+01,-6.716888026146288659e+00,-7.793076360903799404e+00
4.772184099535980550e+00,4.989753730925624353e+00,2.291622188397739635e+01,2.357047887017861854e+01,-7.793076360903799404e+00,-7.829047691255523134e+00
4.989753730925624353e+00,4.702751315019527034e+00,2.357047887017861854e+01,2.434004494741379787e+01,-7.829047691255523134e+00,-8.335186227260965808e+00
4.702751315019527034e+00,4.429136362676164396e+00,2.434004494741379787e+01,2.821587450648291906e+01,-8.335186227260965808e+00,-7.875524173648560833e+00
4.429136362676164396e+00,4.396013376628470581e+00,2.821587450648291906e+01,2.340368410944921607e+01,-7.875524173648560833e+00,-7.255431224720013006e+00
4.396013376628470581e+00,4.416263770371188890e+00,2.340368410944921607e+01,2.099742678406850516e+01,-7.255431224720013006e+00,-7.222026336700126947e+00
4.416263770371188890e+00,4.338778138315962707e+00,2.099742678406850516e+01,2.091785675873202521e+01,-7.222026336700126947e+00,-7.191843263080734516e+00
4.338778138315962707e+00,4.882322928364899894e+00,2.091785675873202521e+01,2.085138719381801309e+01,-7.191843263080734516e+00,-7.004647996180895397e+00
4.882322928364899894e+00,4.332835725916721614e+00,2.085138719381801309e+01,2.226272974989031894e+01,-7.004647996180895397e+00,-7.944134379441193161e+00
4.332835725916721614e+00,4.531199463304644404e+00,2.226272974989031894e+01,2.365624508625574762e+01,-7.944134379441193161e+00,-7.227766443245723593e+00
4.531199463304644404e+00,4.530820869722687938e+00,2.365624508625574762e+01,2.121963821241655879e+01,-7.227766443245723593e+00,-7.399825027666272703e+00
4.530820869722687938e+00,4.789880651834968361e+00,2.121963821241655879e+01,2.152759321642068713e+01,-7.399825027666272703e+00,-7.372610982328654750e+00
4.789880651834968361e+00,4.376271250924906653e+00,2.152759321642068713e+01,2.206815596144578251e+01,-7.372610982328654750e+00,-7.846986955177317036e+00
4.376271250924906653e+00,4.548582434289485832e+00,2.206815596144578251e+01,2.296060322604150628e+01,-7.846986955177317036e+00,-7.284947751760785017e+00
4.548582434289485832e+00,4.173704965167341463e+00,2.296060322604150628e+01,2.127886976060104729e+01,-7.284947751760785017e+00,-7.453787844975050980e+00
4.173704965167341463e+00,4.914027639472282161e+00,2.127886976060104729e+01,2.078805438724774035e+01,-7.453787844975050980e+00,-6.957057998412119026e+00
4.914027639472282161e+00,4.852430896369113178e+00,2.078805438724774035e+01,2.256569942613377577e+01,-6.957057998412119026e+00,-8.000489914937652713e+00
