# X0,X1,X2,Y0,Y1,Y2,Z0,Z1,Z2
4.793952095836793603e+00,4.164970459351852838e+00,4.210192221052322381e+00,2.075510244523986714e+01,2.302098061473200019e+01,2.226634349875576291e+01,-6.731249349603787735e+00,-7.803817891201331847e+00,-6.908290589593240938e+00
4.164970459351852838e+00,4.210192221052322381e+00,4.882960866532841671e+00,2.302098061473200019e+01,2.226634349875576291e+01,2.100603469394188139e+01,-7.803817891201331847e+00,-6.908290589593240938e+00,-6.860859033256255124e+00
4.210192221052322381e+00,4.882960866532841671e+00,4.772494636526570133e+00,2.226634349875576291e+01,2.100603469394188139e+01,2.263707867382627725e+01,-6.908290589593240938e+00,-6.860859033256255124e+00,-7.959661467758792242e+00
4.882960866532841671e+00,4.772494636526570133e+00,4.680683951063844717e+00,2.100603469394188139e+01,2.263707867382627725e+01,2.471736671313045974e+01,-6.860859033256255124e+00,-7.959661467758792242e+00,-7.841506248797236900e+00
4.772494636526570133e+00,4.680683951063844717e+00,4.378441784284897054e+00,2.263707867382627725e+01,2.471736671313045974e+01,2.374817058550384274e+01,-7.959661467758792242e+00,-7.841506248797236900e+00,-7.751647308136315750e+00
4.680683951063844717e+00,4.378441784284897054e+00,4.580601011330180050e+00,2.471736671313045974e+01,2.374817058550384274e+01,2.241658478111013864e+01,-7.841506248797236900e+00,-7.751647308136315750e+00,-7.123003413731884947e+00
4.378441784284897054e+00,4.580601011330180050e+00,4.987493491792246658e+00,2.374817058550384274e+01,2.241658478111013864e+01,2.144299819658306561e+01,-7.751647308136315750e+00,-7.123003413731884947e+00,-7.495441832181143127e+00
4.580601011330180050e+00,4.987493491792246658e+00,4.409116293123583219e+00,2.241658478111013864e+01,2.144299819658306561e+01,2.278617450692644653e+01,-7.123003413731884947e+00,-7.495441832181143127e+00,-8.162595704840246214e+00
4.987493491792246658e+00,4.409116293123583219e+00,4.648549946875649042e+00,2.144299819658306561e+01,2.278617450692644653e+01,2.563958064652852187e+01,-7.495441832181143127e+00,-8.162595704840246214e+00,-7.330349259388024841e+00
4.409116293123583219e+00,4.648549946875649042e+00,4.845411249249790941e+00,2.278617450692644653e+01,2.563958064652852187e+01,2.161012536325276656e+01,-8.162595704840246214e+00,-7.330349259388024841e+00,-7.580404003598946616e+00
4.648549946875649042e+00,4.845411249249790941e+00,4.233637111026433253e+00,2.563958064652852187e+01,2.161012536325276656e+01,2.278808134043770650e+01,-7.330349259388024841e+00,-7.580404003598946616e+00,-7.980537218105504316e+00
4.845411249249790941e+00,4.233637111026433253e+00,4.755564221535000691e+00,2.161012536325276656e+01,2.278808134043770650e+01,2.361732342451819022e+01,-7.580404003598946616e+00,-7.980537218105504316e+00,-7.011064883795949498e+00
4.233637111026433253e+00,4.755564221535000691e+00,4.251199562059936987e+00,2.278808134043770650e+01,2.361732342451819022e+01,2.201241892331444561e+01,-7.980537218105504316e+00,-7.011064883795949498e+00,-7.679444710812182606e+00
4.755564221535000691e+00,4.251199562059936987e+00,4.050099218262882772e+00,2.361732342451819022e+01,2.201241892331444561e+01,2.180173839842072070e+01,-7.011064883795949498e+00,-7.679444710812182606e+00,-6.991116275250845113e+00
4.251199562059936987e+00,4.050099218262882772e+00,4.424406459424533367e+00,2.201241892331444561e+01,2.180173839842072070e+01,2.034293831709742761e+01,-7.679444710812182606e+00,-6.991116275250845113e+00,-6.594580692133089173e+00
4.050099218262882772e+00,4.424406459424533367e+00,4.239321674821403541e+00,2.180173839842072070e+01,2.034293831709742761e+01,2.292597445192230410e+01,-6.991116275250845113e+00,-6.594580692133089173e+00,-7.092031259233654517e+00
4.424406459424533367e+00,4.239321674821403541e+00,4.723121631227621187e+00,2.034293831709742761e+01,2.292597445192230410e+01,2.055735411270429580e+01,-6.594580692133089173e+00,-7.092031259233654517e+00,-6.887796539705272281e+00
4.239321674821403541e+00,4.723121631227621187e+00,4.688737495067049288e+00,2.292597445192230410e+01,2.055735411270429580e+01,2.228242815754269301e+01,-7.092031259233654517e+00,-6.887796539705272281e+00,-7.775098729978966894e+00
4.723121631227621187e+00,4.688737495067049288e+00,4.847974832990518124e+00,2.055735411270429580e+01,2.228242815754269301e+01,2.332197138904464495e+01,-6.887796539705272281e+00,-7.775098729978966894e+00,-7.746469386129691159e+00
4.688737495067049288e+00,4.847974832990518124e+00,4.462826060632011149e+00,2.228242815754269301e+01,2.332197138904464495e+01,2.349425670493896590e+01,-7.775098729978966894e+00,-7.746469386129691159e+00,-8.021749626061835059e+00
4.847974832990518124e+00,4.462826060632011149e+00,4.140002894876767314e+00,2.332197138904464495e+01,2.349425670493896590e+01,2.449189928764418767e+01,-7.746469386129691159e+00,-8.021749626061835059e+00,-7.428156578866442317e+00
4.462826060632011149e+00,4.140002894876767314e+00,4.129512948145480422e+00,2.349425670493896590e+01,2.449189928764418767e+01,2.066105084017763360e+01,-8.021749626061835059e+00,-7.428156578866442317e+00,-6.756146622974764426e+00
4.140002894876767314e+00,4.129512948145480422e+00,4.057602436485085562e+00,2.449189928764418767e+01,2.066105084017763360e+01,2.123891018660821928e+01,-7.428156578866442317e+00,-6.756146622974764426e+00,-6.640950656382606176e+00
4.129512948145480422e+00,4.057602436485085562e+00,4.929697190503361526e+00,2.066105084017763360e+01,2.123891018660821928e+01,2.174453807570194996e+01,-6.756146622974764426e+00,-6.640950656382606176e+00,-6.530230420982146455e+00
4.057602436485085562e+00,4.929697190503361526e+00,4.030675860009294453e+00,2.123891018660821928e+01,2.174453807570194996e+01,2.445326002524301856e+01,-6.640950656382606176e+00,-6.530230420982146455e+00,-7.897304620134874220e+00
4.929697190503361526e+00,4.030675860009294453e+00,4.853042311947497467e+00,2.174453807570194996e+01,2.445326002524301856e+01,2.256731158588425501e+01,-6.530230420982146455e+00,-7.897304620134874220e+00,-6.734928291004028011e+00
4.030675860009294453e+00,4.853042311947497467e+00,4.795913061063950877e+00,2.445326002524301856e+01,2.256731158588425501e+01,2.302731822610073209e+01,-7.897304620134874220e+00,-6.734928291004028011e+00,-7.874742424327726198e+00
4.853042311947497467e+00,4.795913061063950877e+00,4.824146696766256071e+00,2.256731158588425501e+01,2.302731822610073209e+01,2.424020923997521493e+01,-6.734928291004028011e+00,-7.874742424327726198e+00,-7.955391265302925063e+00
4.795913061063950877e+00,4.824146696766256071e+00,4.423474762197164623e+00,2.302731822610073209e+01,2.424020923997521493e+01,2.481306234761535734e+01,-7.874742424327726198e+00,-7.955391265302925063e+00,-7.957720022865789389e+00
4.824146696766256071e+00,4.423474762197164623e+00,4.555105856855093727e+00,2.424020923997521493e+01,2.481306234761535734e+01,2.386672380118426773e+01,-7.955391265302925063e+00,-7.957720022865789389e+00,-7.380421364290484121e+00
4.423474762197164623e+00,4.555105856855093727e+00,4.504187293551607851e+00,2.481306234761535734e+01,2.386672380118426773e+01,2.147015222884949637e+01,-7.957720022865789389e+00,-7.380421364290484121e+00,-7.484709553560521478e+00
4.555105856855093727e+00,4.504187293551607851e+00,4.351913113450570414e+00,2.386672380118426773e+01,2.147015222884949637e+01,2.163561964076509625e+01,-7.380421364290484121e+00,-7.484709553560521478e+00,-7.375294312947221265e+00
4.504187293551607851e+00,4.351913113450570414e+00,4.884107190856902925e+00,2.147015222884949637e+01,2.163561964076509625e+01,2.110342550089599811e+01,-7.484709553560521478e+00,-7.375294312947221265e+00,-7.160670331115401410e+00
4.351913113450570414e+00,4.884107190856902925e+00,4.813736634202348874e+00,2.163561964076509625e+01,2.110342550089599811e+01,2.212383037788175244e+01,-7.375294312947221265e+00,-7.160670331115401410e+00,-7.970545824388374001e+00
4.884107190856902925e+00,4.813736634202348874e+00,4.280143703314340797e+00,2.110342550089599811e+01,2.212383037788175244e+01,2.494586638956655733e+01,-7.160670331115401410e+00,-7.970545824388374001e+00,-8.041501205427870502e+00
4.813736634202348874e+00,4.280143703314340797e+00,4.759850266195823743e+00,2.212383037788175244e+01,2.494586638956655733e+01,2.418270193422410941e+01,-7.970545824388374001e+00,-8.041501205427870502e+00,-7.111094993155775867e+00
4.280143703314340797e+00,4.759850266195823743e+00,4.791477305313955881e+00,2.494586638956655733e+01,2.418270193422410941e+01,2.190628327039178558e+01,-8.041501205427870502e+00,-7.111094993155775867e+00,-7.822251165102345638e+00
4.759850266195823743e+00,4.791477305313955881e+00,4.735663517768769815e+00,2.418270193422410941e+01,2.190628327039178558e+01,2.375837798020744884e+01,-7.111094993155775867e+00,-7.822251165102345638e+00,-7.972741479574232848e+00
4.791477305313955881e+00,4.735663517768769815e+00,4.705792660138685690e+00,2.190628327039178558e+01,2.375837798020744884e+01,2.472561243463964686e+01,-7.822251165102345638e+00,-7.972741479574232848e+00,-7.819652324941988475e+00
4.735663517768769815e+00,4.705792660138685690e+00,4.828486258334313774e+00,2.375837798020744884e+01,2.472561243463964686e+01,2.365816886384627082e+01,-7.972741479574232848e+00,-7.819652324941988475e+00,-7.792056290977686039e+00
4.705792660138685690e+00,4.828486258334313774e+00,4.480423160077578792e+00,2.472561243463964686e+01,2.365816886384627082e+01,2.373612856956149031e+01,-7.819652324941988475e+00,-7.792056290977686039e+00,-7.935435280907853439e+00
4.828486258334313774e+00,4.480423160077578792e+00,4.124597004230871278e+00,2.365816886384627082e+01,2.373612856956149031e+01,2.383126306818151363e+01,-7.792056290977686039e+00,-7.935435280907853439e+00,-7.497780031157349256e+00
4.480423160077578792e+00,4.124597004230871278e+00,4.693877495879144490e+00,2.373612856956149031e+01,2.383126306818151363e+01,2.074585852797703112e+01,-7.935435280907853439e+00,-7.497780031157349256e+00,-6.792213301144551352e+00
4.124597004230871278e+00,4.693877495879144490e+00,4.741778206686855235e+00,2.383126306818151363e+01,2.074585852797703112e+01,2.242221282951140893e+01,-7.497780031157349256e+00,-6.792213301144551352e+00,-7.615445402995891122e+00
4.693877495879144490e+00,4.741778206686855235e+00,4.994898202429352452e+00,2.074585852797703112e+01,2.242221282951140893e+01,2.259116610958076876e+01,-6.792213301144551352e+00,-7.615445402995891122e+00,-7.747729711165146860e+00
4.741778206686855235e+00,4.994898202429352452e+00,4.650116188862385869e+00,2.242221282951140893e+01,2.259116610958076876e+01,2.382915606397342145e+01,-7.615445402995891122e+00,-7.747729711165146860e+00,-8.158615504633850435e+00
4.994898202429352452e+00,4.650116188862385869e+00,4.267585706716492844e+00,2.259116610958076876e+01,2.382915606397342145e+01,2.621940539416227267e+01,-7.747729711165146860e+00,-8.158615504633850435e+00,-7.731028692370453648e+00
4.650116188862385869e+00,4.267585706716492844e+00,4.701762758537574527e+00,2.382915606397342145e+01,2.621940539416227267e+01,2.202686401238849356e+01,-8.158615504633850435e+00,-7.731028692370453648e+00,-7.036931743679955886e+00
4.267585706716492844e+00,4.701762758537574527e+00,4.718902329772070914e+00,2.621940539416227267e+01,2.202686401238849356e+01,2.180886337114419149e+01,-7.731028692370453648e+00,-7.036931743679955886e+00,-7.700226815865848451e+00
4.701762758537574527e+00,4.718902329772070914e+00,4.229551653305249737e+00,2.202686401238849356e+01,2.180886337114419149e+01,2.285664763760192386e+01,-7.036931743679955886e+00,-7.700226815865848451e+00,-7.643686827807828266e+00
4.718902329772070914e+00,4.229551653305249737e+00,4.428887412424734826e+00,2.180886337114419149e+01,2.285664763760192386e+01,2.156570488215904291e+01,-7.700226815865848451e+00,-7.643686827807828266e+00,-6.953094051718817781e+00
4.229551653305249737e+00,4.428887412424734826e+00,4.603679663863037952e+00,2.285664763760192386e+01,2.156570488215904291e+01,2.138241752215823510e+01,-7.643686827807828266e+00,-6.953094051718817781e+00,-7.219025468413144964e+00
4.428887412424734826e+00,4.603679663863037952e+00,4.625934982450885968e+00,2.156570488215904291e+01,2.138241752215823510e+01,2.131891711792529520e+01,-6.953094051718817781e+00,-7.219025468413144964e+00,-7.489890716924096026e+00
4.603679663863037952e+00,4.625934982450885968e+00,4.184993537818264997e+00,2.138241752215823510e+01,2.131891711792529520e+01,2.182463847078508223e+01,-7.219025468413144964e+00,-7.489890716924096026e+00,-7.600382943153575432e+00
4.625934982450885968e+00,4.184993537818264997e+00,4.517612793286926554e+00,2.131891711792529520e+01,2.182463847078508223e+01,2.121844403637195953e+01,-7.489890716924096026e+00,-7.600382943153575432e+00,-6.867203528619195474e+00
4.184993537818264997e+00,4.517612793286926554e+00,4.835590041357555435e+00,2.182463847078508223e+01,2.121844403637195953e+01,2.180562968635276988e+01,-7.600382943153575432e+00,-6.867203528619195474e+00,-7.335977310415469077e+00
4.517612793286926554e+00,4.835590041357555435e+00,4.012978566286936832e+00,2.121844403637195953e+01,2.180562968635276988e+01,2.219547872194080540e+01,-6.867203528619195474e+00,-7.335977310415469077e+00,-7.899922353962037569e+00
4.835590041357555435e+00,4.012978566286936832e+00,4.919093277192103209e+00,2.180562968635276988e+01,2.219547872194080540e+01,2.242144402935645076e+01,-7.335977310415469077e+00,-7.899922353962037569e+00,-6.684587426404317689e+00
4.012978566286936832e+00,4.919093277192103209e+00,4.162110259954711289e+00,2.219547872194080540e+01,2.242144402935645076e+01,2.348946529686630313e+01,-7.899922353962037569e+00,-6.684587426404317689e+00,-8.015669106259538879e+00
4.919093277192103209e+00,4.162110259954711289e+00,4.128676912530517384e+00,2.242144402935645076e+01,2.348946529686630313e+01,2.366113883039762911e+01,-6.684587426404317689e+00,-8.015669106259538879e+00,-7.045689613929488004e+00
4.162110259954711289e+00,4.128676912530517384e+00,4.292564479540877720e+00,2.348946529686630313e+01,2.366113883039762911e+01,2.039284817505511782e+01,-8.015669106259538879e+00,-7.045689613929488004e+00,-6.676263521316925242e+00
4.128676912530517384e+00,4.292564479540877720e+00,4.844298088711962436e+00,2.366113883039762911e+01,2.039284817505511782e+01,2.210642891166850532e+01,-7.045689613929488004e+00,-6.676263521316925242e+00,-6.941448525611066955e+00
4.292564479540877720e+00,4.844298088711962436e+00,4.556105845104713836e+00,2.039284817505511782e+01,2.210642891166850532e+01,2.235231951528438898e+01,-6.676263521316925242e+00,-6.941448525611066955e+00,-7.817752535938785385e+00
4.844298088711962436e+00,4.556105845104713836e+00,4.840889643796295161e+00,2.210642891166850532e+01,2.235231951528438898e+01,2.334019588564684966e+01,-6.941448525611066955e+00,-7.817752535938785385e+00,-7.504419416578518742e+00
4.556105845104713836e+00,4.840889643796295161e+00,4.112232473227032337e+00,2.235231951528438898e+01,2.334019588564684966e+01,2.246971870189486609e+01,-7.817752535938785385e+00,-7.504419416578518742e+00,-7.900593936124400862e+00
4.840889643796295161e+00,4.112232473227032337e+00,4.976717247193475302e+00,2.334019588564684966e+01,2.246971870189486609e+01,2.272199151370804771e+01,-7.504419416578518742e+00,-7.900593936124400862e+00,-6.853891353255748164e+00
4.112232473227032337e+00,4.976717247193475302e+00,4.528604417199370680e+00,2.246971870189486609e+01,2.272199151370804771e+01,2.292052850837508871e+01,-7.900593936124400862e+00,-6.853891353255748164e+00,-7.986678993558681938e+00
4.976717247193475302e+00,4.528604417199370680e+00,4.050242363666784584e+00,2.272199151370804771e+01,2.292052850837508871e+01,2.435964300801840920e+01,-6.853891353255748164e+00,-7.986678993558681938e+00,-7.503747025922605118e+00
4.528604417199370680e+00,4.050242363666784584e+00,4.909161142574903103e+00,2.292052850837508871e+01,2.435964300801840920e+01,2.057383021145780333e+01,-7.986678993558681938e+00,-7.503747025922605118e+00,-6.669330102887957246e+00
4.050242363666784584e+00,4.909161142574903103e+00,4.929303202700798359e+00,2.435964300801840920e+01,2.057383021145780333e+01,2.353329402177052287e+01,-7.503747025922605118e+00,-6.669330102887957246e+00,-7.899702220222152960e+00
4.909161142574903103e+00,4.929303202700798359e+00,4.500873913737279075e+00,2.057383021145780333e+01,2.353329402177052287e+01,2.461360453855143504e+01,-6.669330102887957246e+00,-7.899702220222152960e+00,-8.050967859341394472e+00
4.929303202700798359e+00,4.500873913737279075e+00,4.781883728361917107e+00,2.353329402177052287e+01,2.461360453855143504e+01,2.484306469795211925e+01,-7.899702220222152960e+00,-8.050967859341394472e+00,-7.433752896291947465e+00
4.500873913737279075e+00,4.781883728361917107e+00,4.027052877626235095e+00,2.461360453855143504e+01,2.484306469795211925e+01,2.209911914946425782e+01,-8.050967859341394472e+00,-7.433752896291947465e+00,-7.746445531385427685e+00
4.781883728361917107e+00,4.027052877626235095e+00,4.690449186366797640e+00,2.484306469795211925e+01,2.209911914946425782e+01,2.157925818722567968e+01,-7.433752896291947465e+00,-7.746445531385427685e+00,-6.670549680830298200e+00
4.027052877626235095e+00,4.690449186366797640e+00,4.910996038749977366e+00,2.209911914946425782e+01,2.157925818722567968e+01,2.306748671629198810e+01,-7.746445531385427685e+00,-6.670549680830298200e+00,-7.517909025325527850e+00
4.690449186366797640e+00,4.910996038749977366e+00,4.357167209912522488e+00,2.157925818722567968e+01,2.306748671629198810e+01,2.269143118957869021e+01,-6.670549680830298200e+00,-7.517909025325527850e+00,-8.108656292269186494e+00
4.910996038749977366e+00,4.357167209912522488e+00,4.686567665391573101e+00,2.306748671629198810e+01,2.269143118957869021e+01,2.498710808201802536e+01,-7.517909025325527850e+00,-8.108656292269186494e+00,-7.216885267608815546e+00
4.357167209912522488e+00,4.686567665391573101e+00,4.928954094382570261e+00,2.269143118957869021e+01,2.498710808201802536e+01,2.162074589976040073e+01,-8.108656292269186494e+00,-7.216885267608815546e+00,-7.703696886459380444e+00
4.686567665391573101e+00,4.928954094382570261e+00,4.587876660492704595e+00,2.498710808201802536e+01,2.162074589976040073e+01,2.347416905992435332e+01,-7.216885267608815546e+00,-7.703696886459380444e+00,-8.127965944437105961e+00
4.928954094382570261e+00,4.587876660492704595e+00,4.603690842885174384e+00,2.162074589976040073e+01,2.347416905992435332e+01,2.576136582194846980e+01,-7.703696886459380444e+00,-8.127965944437105961e+00,-7.608441806851678813e+00
4.587876660492704595e+00,4.603690842885174384e+00,4.588686369425191813e+00,2.347416905992435332e+01,2.576136582194846980e+01,2.231749892640727495e+01,-8.127965944437105961e+00,-7.608441806851678813e+00,-7.629074905040650556e+00
4.603690842885174384e+00,4.588686369425191813e+00,4.793137848769756459e+00,2.576136582194846980e+01,2.231749892640727495e+01,2.232103118656563723e+01,-7.608441806851678813e+00,-7.629074905040650556e+00,-7.524565053163682293e+00
4.588686369425191813e+00,4.793137848769756459e+00,4.336860192394483171e+00,2.231749892640727495e+01,2.232103118656563723e+01,2.235022812569451034e+01,-7.629074905040650556e+00,-7.524565053163682293e+00,-7.884063562665763136e+00
4.793137848769756459e+00,4.336860192394483171e+00,4.893704958394620164e+00,2.232103118656563723e+01,2.235022812569451034e+01,2.316676651633656547e+01,-7.524565053163682293e+00,-7.884063562665763136e+00,-7.138622647613380501e+00
4.336860192394483171e+00,4.893704958394620164e+00,4.742101337226485747e+00,2.235022812569451034e+01,2.316676651633656547e+01,2.212273265206209771e+01,-7.884063562665763136e+00,-7.138622647613380501e+00,-7.973415415015822738e+00
4.893704958394620164e+00,4.742101337226485747e+00,4.806623691119307651e+00,2.316676651633656547e+01,2.212273265206209771e+01,2.473407777985432077e+01,-7.138622647613380501e+00,-7.973415415015822738e+00,-7.877631228923209328e+00
4.742101337226485747e+00,4.806623691119307651e+00,4.733913876232092477e+00,2.212273265206209771e+01,2.473407777985432077e+01,2.428746750013519318e+01,-7.973415415015822738e+00,-7.877631228923209328e+00,-7.955988920373407325e+00
4.806623691119307651e+00,4.733913876232092477e+00,4.621391484582037634e+00,2.473407777985432077e+01,2.428746750013519318e+01,2.471744270487800321e+01,-7.877631228923209328e+00,-7.955988920373407325e+00,-7.885977473325317177e+00
4.733913876232092477e+00,4.621391484582037634e+00,4.831008922207927547e+00,2.428746750013519318e+01,2.471744270487800321e+01,2.389310450671382569e+01,-7.955988920373407325e+00,-7.885977473325317177e+00,-7.695616614905164354e+00
4.621391484582037634e+00,4.831008922207927547e+00,4.566186497604300953e+00,2.471744270487800321e+01,2.389310450671382569e+01,2.311138343243008819e+01,-7.885977473325317177e+00,-7.695616614905164354e+00,-7.906200470289534543e+00
4.831008922207927547e+00,4.566186497604300953e+00,4.951117656079648377e+00,2.389310450671382569e+01,2.311138343243008819e+01,2.391376481379638008e+01,-7.695616614905164354e+00,-7.906200470289534543e+00,-7.540372473622549698e+00
4.566186497604300953e+00,4.951117656079648377e+00,4.397410245544551621e+00,2.311138343243008819e+01,2.391376481379638008e+01,2.281909962432090211e+01,-7.906200470289534543e+00,-7.540372473622549698e+00,-8.144582671063776758e+00
4.951117656079648377e+00,4.397410245544551621e+00,4.372009322756778005e+00,2.391376481379638008e+01,2.281909962432090211e+01,2.544247400609705778e+01,-7.540372473622549698e+00,-8.144582671063776758e+00,-7.403726502798822828e+00
4.397410245544551621e+00,4.372009322756778005e+00,4.087542980189985187e+00,2.281909962432090211e+01,2.544247400609705778e+01,2.118109034164868376e+01,-8.144582671063776758e+00,-7.403726502798822828e+00,-7.129478552053518214e+00
4.372009322756778005e+00,4.087542980189985187e+00,4.062636606568306163e+00,2.544247400609705778e+01,2.118109034164868376e+01,2.021904223259357636e+01,-7.403726502798822828e+00,-7.129478552053518214e+00,-6.676191879963338849e+00
4.087542980189985187e+00,4.062636606568306163e+00,4.710678206460370276e+00,2.118109034164868376e+01,2.021904223259357636e+01,2.149779000195504608e+01,-7.129478552053518214e+00,-6.676191879963338849e+00,-6.582367965371804353e+00
4.062636606568306163e+00,4.710678206460370276e+00,4.491353790362235365e+00,2.021904223259357636e+01,2.149779000195504608e+01,2.369663602691636939e+01,-6.676191879963338849e+00,-6.582367965371804353e+00,-7.682258884901095541e+00
4.710678206460370276e+00,4.491353790362235365e+00,4.109958269595250790e+00,2.149779000195504608e+01,2.369663602691636939e+01,2.226441534201230965e+01,-6.582367965371804353e+00,-7.682258884901095541e+00,-7.494216960055831045e+00
